Name,Age,2024 Net Worth,Industry,Source of Wealth,Title,Organization,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,Marital Status,Children,Education
Saroj Rani Gupta,73.0,$1.6B,Manufacturing,Steel tubes,Co-founder,APL Apollo Tubes,True,,,"Delhi, India",India,F,Widowed,3.0,
Lee Yeow Chor,57.0,$3.1B,Real Estate,"Palm oil, property",group managing director and chief executive,IOI Corporation,False,,,"Putrajaya, Malaysia",Malaysia,M,,,"Bachelor of Laws, Kings College London"
Liu Wei,,$1.8B,Technology,Mobile gaming,artist,,True,,,"Shanghai, China",China,M,,,"Bachelor of Science, Shanghai Jiao Tong University, Master of Science, Shanghai Jiao Tong University, Master of Science, Georgia Institute of Technology"
Jean-Louis van der Velde,,$3.9B,Finance & Investments,Cryptocurrency,"technologist and serial entrepreneur, CEO",Bitfinex,True,,,Hong Kong,Netherlands,M,,,
Idan Ofer,68.0,$15.8B,Diversified,Shipping,Founder,Quantum Pacific Group,False,,,"London, United Kingdom",Israel,M,Married,5.0,"Bachelor of Science, University of Haifa; Master of Business Administration, London Business School"
Herb Simon,89.0,$4.8B,Real Estate,Real estate,Chairman Emeritus of the Board,Simon Property Group,True,9.0,2.0,"Indianapolis, Indiana",United States,M,Married,8.0,"Bachelor of Arts/Science, City College of New York"
Matei Zaharia,38.0,$1.2B,Technology,Data analytics,"Computer scientist, creator",Apache Spark,True,,,"Berkeley, California",Romania,M,,,"Doctorate, University of California, Berkeley; Bachelor of Science, University of Waterloo"
Bastian Nominacher,39.0,$1.2B,Technology,Enterprise software,"co-founder ,CEO",Celonis,True,,,"Munich, Germany",Germany,M,,,"Bachelor of Science, Hochschule München, Bachelor of Arts, University of South Wales, Master of Science, Technische Universität München"
Huang Jian,57.0,$1B,Manufacturing,home appliance,,,True,,,"Shunde, China",China,M,,,
Margarita Louis-Dreyfus & family,61.0,$4.9B,Food & Beverage,Commodities,President,Louis Dreyfus SAS,False,,,"Davos, Switzerland",Switzerland,F,Widowed,3.0,"Diploma in Accounting, St-Petersburg School of Commerce"
Seo Jung-jin,66.0,$7.3B,Healthcare,Biotech,Co-founder,Celltrion Inc.,True,,,"Seoul, South Korea",South Korea,M,Married,4.0,"Bachelor of Arts/Science, Konkuk University; Master of Science, Konkuk University"
Francine von Finck & family,79.0,$9.2B,Finance & Investments,Investments,Investor,,False,,,"Thurgau, Switzerland",Germany,F,Widowed,4.0,
Savitri Jindal & family,74.0,$33.5B,Metals & Mining,Steel,Chairman Emeritus,O.P. Jindal Group,False,,,"Hisar, India",India,F,Widowed,9.0,
Abdulla Al Futtaim & family,84.0,$3.3B,Automotive,"Auto dealers, investments","businessman, owner","Al-Futtaim Group, automotive field, as well as retail and real estate",False,,,"Dubai, United Arab Emirates",United Arab Emirates,M,Married,,
Mikhail Gutseriev,66.0,$3.7B,Energy,"Oil, coal, real estate",businessperson,Ingush descent,True,,,"Moscow, Russia",Russia,M,Married,2.0,"Bachelor of Arts/Science, Kazakh Technological Institute"
Zhang Daocai,74.0,$4.2B,Diversified,Valves,Chairman,Sanhua Holding Group,True,,,"Shaoxing, China",China,M,,2.0,
Sean Parker,44.0,$2.8B,Technology,Facebook,"entrepreneur, philanthropist, co-founding, co-founded","file-sharing computer service Napste, Plaxo, Causes, Airtime.com, and Brigade",True,8.0,4.0,"Los Angeles, California",United States,M,Married,2.0,"Diploma, High School"
Olivier Pomel,47.0,$3B,Technology,Cloud computing,Co-founder,Datadog,True,,,"New York, New York",France,M,Married,,"Master, Ecole centrale de Paris"
Larry Ellison,79.0,$141B,Technology,Oracle,CTO and Founder,Oracle,True,9.0,1.0,"Woodside, California",United States,M,In Relationship,4.0,"Drop Out, University of Chicago; Drop Out, University of Illinois, Urbana-Champaign"
Fernando Roig,76.0,$2.1B,Fashion & Retail,Supermarkets,"businessman, the owner and president ,owner and president , owner of 9%","Spanish football club Villarreal CF, ceramic company Pamesa, supermarket chain Mercadona",False,,,"Valencia, Spain",Spain,M,Married,2.0,
Huang Chulong,65.0,$1.3B,Real Estate,Real estate,chairman,Galaxy Group,True,,,"Shenzhen, China",Canada,M,,,
Somurai Jaruphnit,70.0,$3.1B,Diversified,Diversified,8.42% stake,Charoen Pokphand Group,False,,,"Bangkok, Thailand",Thailand,F,,,
Shekhar Bajaj,75.0,$3.8B,Diversified,Diversified,Chairman and Managing Director,Bajaj Electricals Limited (BEL),False,,,"Mumbai, India",India,M,Married,1.0,"Master of Business Administration, New York University; Bachelor of Science, Pune University"
Georg Nemetschek & family,90.0,$4.7B,Technology,Software,Founder,Nemetschek Group,True,,,"Munich, Germany",Germany,M,Widowed,2.0,"Bachelor of Science, Technische Universität München"
Jayme Garfinkel & family,78.0,$1.9B,Finance & Investments,Insurance,"Brazilian investor, Former CEO and Chairman",Porto Seguro,False,,,"Sao Paulo, Brazil",Brazil,M,Divorced,2.0,"Master of Business Administration, Fundacao Getulio Vargas; Bachelor of Arts/Science, Universidade de Sao Paulo"
Albert Nahmad,83.0,$1.3B,Manufacturing,Air conditioning parts,Entrepreneur,,True,8.0,,"Coral Gables, Florida",United States,M,Married,2.0,
Qiu Minxiu,78.0,$1.3B,Technology,Semiconductors,director,"Zhejiang Jingsheng Mechanical & Electrical,",True,,,"Shangyu, China",China,F,,,
Bachtiar Karim,66.0,$1.4B,Manufacturing,Palm oil,chairman,Musim Mas,False,,,"Singapore, Singapore",Indonesia,M,Married,2.0,"Bachelor of Science, National University of Singapore"
Sergey Dmitriev,58.0,$2.9B,Technology,Software,cofounded,JetBrains,True,,,"Paralimni, Cyprus",Cyprus,M,,,"Master of Science, Saint Petersburg State University"
Dan Kurzius,52.0,$5.3B,Technology,Email marketing,"businessman, the co-founder and chief customer officer",Mailchimp,True,9.0,,"Atlanta, Georgia",United States,M,Married,2.0,"High School Graduate, High School"
Masayoshi Son,66.0,$32.7B,Finance & Investments,"Telecom, investments",CEO,Softbank,True,,,"Tokyo, Japan",Japan,M,Married,2.0,"Bachelor of Arts/Science, University of California, Berkeley"
Adi Godrej,82.0,$3.8B,Diversified,Consumer goods,Chairman Emeritus,Godrej Group,False,,,"Mumbai, India",India,M,Widowed,3.0,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology"
Ramesh Jaisinghani,67.0,$1.6B,Manufacturing,Cables and wires,,,False,,,"Mumbai, India",India,M,Married,3.0,Secondary School Certificate
Ezra Nahmad,78.0,$1.8B,Finance & Investments,Art,Investor,,False,,,"Monte Carlo, Monaco",Monaco,M,Married,4.0,
Zhang Xuexin & family,76.0,$3.9B,Metals & Mining,Aluminum,businessman,Xinfa Group,True,,,"Liaocheng, China",China,M,Married,,
John Fisher,62.0,$3B,Fashion & Retail,Gap,President,"Pisces, Inc.",False,2.0,2.0,"San Francisco, California",United States,M,Married,4.0,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford Graduate School of Business"
C. Dean Metropoulos,77.0,$2.9B,Food & Beverage,Investments,"investor and businessman, Chairman and CEO",C. Dean Metropoulos and Company,True,8.0,1.0,"Palm Beach, Florida",United States,M,Married,2.0,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College"
Melissa Ma,,$1.7B,Technology,Internet search,"co-founder, Managing Partner",Asia Alternatives,True,,,"Beijing, China",China,F,Married,,"Doctorate, Rutgers University; Bachelor of Arts/Science, University of Science and Technology of China"
Karsanbhai Patel,80.0,$3.4B,Diversified,Consumer goods,"businessman, industrialist and founder",Nirma group,True,,,"Ahmedabad, India",India,M,Married,3.0,"Bachelor of Science, Gujarat University"
Tobi Lutke,43.0,$6.9B,Technology,E-commerce,Co-Founder and CEO,Shopify,True,8.0,,"Toronto, Canada",Canada,M,Married,3.0,
Denis Shtengelov,51.0,$1.3B,Food & Beverage,"Food, retail",Businessperson,,True,,,"Gold Coast, Australia",Russia,M,Married,3.0,"Master of Science, Tomsk State University"
Jensen Huang,61.0,$77B,Technology,Semiconductors,CEO & President,NVIDIA,True,8.0,1.0,"Los Altos, California",United States,M,Married,,"Bachelor of Science in Engineering, Oregon State University; Master of Science in Engineering, Stanford University"
Zhu Yi,60.0,$4.7B,Healthcare,Pharmaceuticals,Chairman,Biokin Pharmaceutical,True,,,"Chengdu, China",China,M,,,"Master of Science, Fudan University, Doctor of Management, Sichuan University"
John Mars,88.0,$38.5B,Food & Beverage,"Candy, pet food",Chairman,"Mars, Incorporated",False,2.0,,"Jackson, Wyoming",United States,M,Married,3.0,"Diploma, The Hotchkiss School; Bachelor of Arts/Science, Yale University"
Jean Madar,65.0,$1.1B,Fashion & Retail,Fragrances,Co-Founder,Interparfums,True,,,"New York, New York",France,M,,,"Bachelor of Science, ESSEC Business School"
Miguel Krigsner,74.0,$5.7B,Fashion & Retail,Cosmetics,Founder,O Boticário,True,,,"Sao Jose dos Pinhais, Brazil",Brazil,M,Married,2.0,"Bachelor of Science, Federal University of Paraná"
Ramon Ang,70.0,$3.5B,Food & Beverage,Diversified,"businessman,president and chief executive officer, largest shareholder, President","Top Frontier Investment Holdings, Inc,San Miguel Corporation, Petron",True,,,"Manila, Philippines",Philippines,M,Married,8.0,"Bachelor of Engineering, Far Eastern University"
Wang Chou-hsiong,83.0,$1.8B,Manufacturing,Footwear,Owner,athletic-gear maker Feng Tay Enterprises,True,,,"Yunlin, Taiwan",Taiwan,M,Married,3.0,"Master of Arts/Science, National Central University; Bachelor of Business Administration, National Taiwan University"
Pavan Jain,72.0,$1.7B,Manufacturing,Chemicals,Chairman,INOX Group and PVR INOX Limited,False,,,"Delhi, India",India,M,Married,2.0,"Bachelor of Engineering, IIT Delhi"
Stefan Reimann-Andersen,60.0,$5.6B,Fashion & Retail,Consumer goods,Heir,JAB Holding Company,False,,,"Vienna, Austria",Germany,M,,,
Chi Yufeng,53.0,$1.9B,Technology,Software,"Chairperson, entrepreneur, founder and chairman",Perfect World,False,,,"Beijing, China",China,M,,,"Bachelor of Science, Tsinghua University, Master of Business Administration, China Europe International Business School"
Huang Guanlin,59.0,$1B,Fashion & Retail,"Textiles, apparel",executive director,Shenzhou International Group,True,,,"Ningbo, China",China,M,,,"Bachelor of Engineering, Zhejiang University of Technology"
Carrie Perrodo & family,73.0,$9.6B,Energy,Oil,Founder and Former Owner,Carrie's Models,False,,,"London, United Kingdom",France,F,Widowed,3.0,
Rinat Akhmetov,57.0,$4B,Metals & Mining,"Steel, coal",Founder and President,System Capital Management,True,,,"Donetsk, Ukraine",Ukraine,M,Married,2.0,"Bachelor of Arts/Science, Donetsk National University"
Dmitry Mazepin,55.0,$2.4B,Manufacturing,Chemicals,"businessman, sanctioned",European Union and United Kingdom,True,,,"Moscow, Russia",Russia,M,Divorced,4.0,"Bachelor of Arts/Science, Moscow Institute of International Relations"
George Roberts,80.0,$12.7B,Finance & Investments,Private equity,Former CEO,KKR,True,8.0,3.0,"Atherton, California",United States,M,"Widowed, Remarried",3.0,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, UC Hastings"
Wong Luen Hei,62.0,$2B,Manufacturing,Building materials,supplier,building materials and interior decorations,True,,,"Hong Kong, Hong Kong",China,M,Married,,
Albert Chao & family,74.0,$4.9B,Manufacturing,"Chemicals, building products","President, CEO, and Director",Westlake Chemical Corporation,False,,,"Houston, Texas",United States,M,,,"Bachelor of Arts/Science, Brandeis University, Master of Business Administration, Columbia University"
Regina Helena S. Velloso,,$1.1B,Diversified,Diversified,,,False,,,"Sao Paulo, Brazil",Brazil,M,,,
Hans-Werner Hector,84.0,$2.5B,Technology,SAP,"graduate mathematician, honorary senator, entrepreneur and one of the founders Waldorf","University of Karlsruhe, SAP AG",True,,,"Weinheim, Germany",Germany,M,Married,,"Master of Science, University of Saarland"
Jon Stryker,65.0,$5.4B,Healthcare,Medical equipment,"architect, philanthropist, and heir",Stryker,False,1.0,4.0,"New York, New York",United States,M,Married,2.0,"Bachelor of Arts/Science, Kalamazoo College; Master of Architecture, University of California, Berkeley"
Evan Williams,52.0,$1.9B,Technology,Twitter,Co-founder and Director,Twitter,True,9.0,2.0,"San Francisco, California",United States,M,Married,2.0,"Drop Out, University of Nebraska Lincoln"
Deepak Mehta,67.0,$1.8B,Manufacturing,Chemicals,Managing director,Deepak Nitrite Ltd.,False,,,"Vadodara, India",India,M,Married,2.0,"Bachelor of Science, University of Mumbai"
Jose Ermirio de Moraes Neto,71.0,$1.5B,Diversified,Diversified,Former Minister,Agriculture and Livestock of Brazil,False,,,"Sao Paulo, Brazil",Brazil,M,Married,3.0,"Master of Business Administration, Fundacao Getulio Vargas"
Peter Woo,77.0,$15.1B,Real Estate,Real estate,Former Chairman,Wheelock and Company Limited,False,,,"Hong Kong, Hong Kong",Hong Kong,M,Married,3.0,"Master of Business Administration, Columbia Business School"
Wijono Tanoko,71.0,$1B,Manufacturing,Paints,President Director,Avia Avian,False,,,"Surabaya, Indonesia",Indonesia,M,Married,4.0,
Renu Munjal,69.0,$1.6B,Automotive,Motorcycles,chairman,"Raman Kant Munjal Foundation,",False,,,"Delhi, India",India,F,Widowed,2.0,
Martua Sitorus,64.0,$3.4B,Manufacturing,Palm oil,businessman and palm oil magnate,Wilmar International,True,,,"Singapore, Singapore",Indonesia,M,Married,4.0,"Bachelor of Science, Universitas HKBP Nommensen"
Edwin Soeryadjaya,74.0,$1B,Energy,"Coal, investments",Indonesian businessman,,False,,,"Jakarta, Indonesia",Indonesia,M,Married,3.0,"Bachelor of Arts/Science, University of Southern California"
Barry Lam,74.0,$11B,Technology,Electronics,Founder,Quanta Computer,True,,,"Taipei, Taiwan",Taiwan,M,Married,2.0,"Bachelor of Arts/Science, National Taiwan University"
Wang Weixiu & family,73.0,$3B,Manufacturing,machinery,stake,Zhongji Innolight,True,,,"Yantai, China",China,M,,,
John Arnold,50.0,$3.3B,Finance & Investments,Hedge funds,Founder,Centaurus Advisors,True,8.0,5.0,"Houston, Texas",United States,M,Married,2.0,"Bachelor of Arts/Science, Vanderbilt University"
Jeff T. Green,47.0,$4.5B,Media & Entertainment,Digital advertising,CEO and Co-founder,"The Trade Desk, AdECN",True,8.0,1.0,"Newbury Park, California",United States,M,,,"Bachelor of Arts/Science, University of Southern California"
Jean (Gigi) Pritzker,61.0,$5.1B,Service,"Hotels, investments",Co-founder,Odd Lot Entertainment,False,3.0,2.0,"Los Angeles, California",United States,F,Married,3.0,"Bachelor of Arts/Science, Stanford University"
Ernesto Bertarelli,58.0,$11.2B,Healthcare,"Biotech, investments",Owner,Serono,False,,,"Gstaad, Switzerland",Switzerland,M,Divorced,3.0,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Harvard University"
Joseph Tsai,60.0,$8.5B,Technology,E-commerce,Chairman,Alibaba Group,True,,,"Hong Kong, Hong Kong",Canada,M,Married,3.0,"Bachelor of Arts/Science, Yale University; Doctor of Jurisprudence, Yale University"
Michael Gans & family,60.0,$1.1B,Diversified,Supply chain services,Luxembourgish-American businessman,,False,,,"Baar, Switzerland",Luxembourg,M,Married,,"Bachelor of Arts/Science, University of Western Ontario, Graduate Degree, Richard Ivey School of Business"
Yang Huiyan & family,42.0,$3.2B,Real Estate,Real estate,"businesswoman, property developer, chairman and majority shareholder",Country Garden Holdings,False,,,"Foshan, China",China,F,Married,,"Bachelor of Arts/Science, Ohio State University"
Liu Chengyu & family,61.0,$1.1B,Manufacturing,Power supply equipment,maker,uninterruptible power supply equipment,True,,,"Shenzhen, China",China,M,Married,,
Tibor Veres,62.0,$1.1B,Diversified,"Real Estate, Investments",,,True,,,"Budapest, Hungary",Hungary,M,,4.0,"Bachelor of Arts/Science, Moscow State University"
Andrew Cherng,76.0,$3.1B,Food & Beverage,Fast food,"restaurateur, founder and chairman, co-founder and co-chief executive officer","Panda Restaurant Group, based in Rosemead",True,9.0,2.0,"Las Vegas, Nevada",United States,M,Married,3.0,"Bachelor of Science, Baker University, Master of Science, University of Missouri"
Eduard Kucera,71.0,$1.4B,Technology,Software,co-founder,computer security company Avast along with Pavel Baudiš,True,,,"Prague, Czech Republic",Czech Republic,M,Married,2.0,"Bachelor of Science, Charles University"
Kenneth Feld & family,75.0,$2.7B,Media & Entertainment,Live entertainment,Chairman,Feld Entertainment,False,5.0,1.0,"Sarasota, Florida",United States,M,Separated,3.0,"Bachelor of Arts/Science, Boston University"
Gautam Adani,61.0,$84B,Diversified,"Infrastructure, commodities",Chairman,Adani Group,True,,,"Ahmedabad, India",India,M,Married,2.0,
James Truchard,80.0,$1B,Technology,software,"American businessman, co-founder and former president and CEO 
",National Instruments,True,,,"Austin, Texas",United States,M,Married,4.0,"Doctorate, The University of Texas at Austin"
Ty Warner,79.0,$5.6B,Real Estate,"Plush toys, real estate",Founder and CEO,Ty Inc.,True,10.0,2.0,"Oak Brook, Illinois",United States,M,Single,,"Drop Out, Kalamazoo College"
Tahir & family,72.0,$4.8B,Diversified,Diversified,Founder,Mayapada Group,True,,,"Jakarta, Indonesia",Indonesia,M,Married,4.0,"Master of Business Administration, Golden Gate University; Bachelor of Arts/Science, Nan Yang University"
Scott Smith,74.0,$1.2B,Technology,Cloud computing,American author and screenwriter,,True,,,"Provo, Utah",United States,M,Married,9.0,"Bachelor of Arts/Science, Brigham Young University; Master of Business Administration, Michigan State University; Doctorate, Pennsylvania State University"
